shipment_id,mode,product_category,unit_cost,weight_kg,lat_o,lon_o,lat_d,lon_d,dist_km,plan_hrs,origin_congestion_index,weather_condition_code,labor_strike_score,current_node_stock,node_tier,actual_transit_time,is_delayed,delay_delta,predicted_ttr,risk_score,stay_impact,pivot_impact,ai_recommendation,strategic_justification
SHP-0383341,Truck,Raw Materials,79,82.74,45.41,-113.72,-40.24,33.45,17296.86,192.19,5.03,1.01,0.5,1956,4,359.82,1,167.63,183.64,0.33,9263.24,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383342,Rail,Raw Materials,145,100.37,-56.51,-56.95,32.48,105.45,17020.22,212.75,4.93,0.99,0.5,2612,3,497.49,1,284.74,188.27,0.33,9560.85,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383343,Truck,Energy & Power,3978,21.88,18.52,73.85,-44.54,-82.52,16384.3,182.05,5.01,0.99,0.5,69,1,339.59,1,157.54,187,0.33,13328.62,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383344,Rail,Raw Materials,94,75.53,13.62,13.21,-22.09,102.78,10529.42,131.62,5.04,1.01,0.49,1599,3,249.68,1,118.06,119.33,0.24,6062.51,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383345,Rail,Raw Materials,59,76.47,37.54,-102.52,-45.74,101.14,17858.62,223.23,5.02,0.99,0.49,1968,3,406.98,1,183.75,199.55,0.35,10038.48,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383346,Truck,Semiconductors,975,0.11,-56.51,-56.95,-44.54,-82.52,2222.72,24.7,4.93,0.99,0.5,1175,3,39.32,1,14.62,23.62,0.11,2156.18,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383347,Truck,Raw Materials,79,82.74,14.88,31.56,59.17,-61.27,8750.8,97.23,5.04,1.02,0.5,44,1,113.44,0,16.21,69.92,0.17,3576.84,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383348,Air,Raw Materials,248,109.36,12.92,49.22,-17.98,-110.77,17799.45,20.94,4.98,1.01,0.5,4129,4,42.35,1,21.41,14.25,0.1,963.18,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383349,Truck,Semiconductors,975,0.11,-5.5,19.19,47.84,29.98,6024.94,66.94,4.95,1,0.51,4424,1,102.37,1,35.43,58.87,0.16,3918.4,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383350,Truck,Energy & Power,3814,11.39,51.92,4.47,-50.08,82.54,13505.52,150.06,4.95,1.01,0.5,2499,0,259.2,1,109.14,131.92,0.26,10410.37,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383351,Air,Raw Materials,59,76.47,10.03,-25.8,-22.09,102.78,14386.33,16.93,5.06,0.98,0.5,3439,4,21.71,1,4.78,15.97,0.1,859.59,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383352,Ocean,Raw Materials,59,76.47,51.92,4.47,38.72,-79.45,6347.9,181.37,4.95,1.01,0.5,2375,0,440.56,1,259.19,161.1,0.3,8115.96,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383353,Air,Semiconductors,1201,0.13,-10.72,25.47,-56.72,103.91,8308.29,9.77,5.04,1,0.51,841,4,10.66,0,0.89,10.2,0.09,1710.88,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383354,Rail,Raw Materials,218,66.74,10.03,-25.8,36.43,-112.78,9080.01,113.5,5.06,0.98,0.5,2697,4,293.9,1,180.4,101.72,0.22,5305.56,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383355,Ocean,Raw Materials,79,82.74,-40.45,-81.78,48.63,30.7,14764.12,421.83,4.98,0.99,0.5,1562,4,677.39,1,255.56,385.93,0.6,19377.63,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383356,Ocean,Energy & Power,2037,14.68,33.26,53.07,19.99,73.78,2524.55,72.13,5.01,1.02,0.5,3453,4,124.14,1,52.01,63.64,0.16,5219.24,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383357,Truck,Semiconductors,1069,0.14,50.02,55.47,28.54,77.55,3027.78,33.64,4.96,1.01,0.49,255,2,82.53,1,48.89,31.76,0.12,2657.04,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383358,Truck,Raw Materials,79,82.74,-40.24,33.45,6.45,-94.66,13647.04,151.63,5.05,1,0.5,1029,2,219.18,1,67.55,126.61,0.25,6411.6,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383359,Ocean,Raw Materials,59,76.47,4.32,-78.52,-45.74,101.14,15409.92,440.28,5.03,1.03,0.5,2053,2,1168.41,1,728.13,391.7,0.61,19645.88,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383360,Rail,Energy & Power,3814,11.39,34.71,-79.62,24.78,120.99,13051.83,163.15,4.91,1.01,0.5,1527,3,410.15,1,247,144.74,0.27,11051.41,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383361,Ocean,Semiconductors,592,0.09,-21.75,56.83,-32.17,-76.35,12222.63,349.22,5.02,1,0.5,1238,3,879.11,1,529.89,306.13,0.49,15898.51,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383362,Ocean,Raw Materials,52,122.09,-38.1,15.53,40.45,-117.37,16000.38,457.15,4.96,0.99,0.51,4789,3,521.07,0,63.92,375.37,0.59,18823.51,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383363,Truck,Energy & Power,2037,14.68,18.52,73.85,22.8,-63.2,13466.95,149.63,5.01,0.99,0.5,647,1,237.56,1,87.93,133.36,0.26,8705.44,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383364,Rail,Semiconductors,1780,0.13,-22.08,-68.86,18.95,72.95,16032.51,200.41,5.07,1.01,0.51,507,3,335.31,1,134.9,176,0.32,10579.87,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383365,Rail,Raw Materials,59,76.47,6.45,-94.66,30.67,10.33,11055.12,138.19,5.03,0.98,0.49,2993,4,213.68,1,75.49,123.86,0.25,6253.99,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383366,Rail,Raw Materials,145,100.37,33.73,-118.26,42.83,50.05,11418.91,142.74,5.08,0.98,0.49,3087,0,192.94,1,50.2,128.3,0.25,6562.42,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383367,Rail,Semiconductors,1069,0.14,-29.18,-81.9,-8.62,117.48,15327.38,191.59,5,1.01,0.5,2687,4,254.26,1,62.67,174.15,0.31,9776.44,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383368,Air,Raw Materials,137,131.41,-4.98,117.14,-17.98,-110.77,14174.33,16.68,5.05,0.98,0.49,685,2,35.81,1,19.13,20.73,0.11,1176.99,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383369,Rail,Raw Materials,98,96.88,-22.54,-5.13,51.92,4.47,8331.85,104.15,5.1,0.98,0.49,3828,3,255.18,1,151.03,97.07,0.21,4954.01,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383370,Ocean,Raw Materials,137,131.41,-35.7,114.51,45.41,-113.72,15865.88,453.31,5.01,0.98,0.5,276,3,1072.82,1,619.51,420.15,0.65,21147.74,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383371,Truck,Raw Materials,59,76.47,-40.45,-81.78,-10.72,25.47,10652.07,118.36,4.98,0.99,0.5,1081,4,321.14,1,202.78,101.57,0.22,5139.2,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383372,Rail,Raw Materials,137,131.41,-56.72,103.91,12.92,49.22,9226.43,115.33,5.06,1.01,0.5,611,1,293.76,1,178.43,104.64,0.22,5372.05,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383373,Truck,Raw Materials,137,131.41,-32.17,-76.35,13.62,13.21,10767.34,119.64,5.06,1,0.5,837,1,284.26,1,164.62,104.29,0.22,5354.68,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383374,Truck,Raw Materials,248,109.36,18.52,73.85,-21.75,56.83,4845.3,53.84,5.01,0.99,0.5,3988,1,81.35,1,27.51,47.47,0.14,2624.35,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383375,Air,Raw Materials,79,82.74,14.71,-54.94,45.41,-113.72,6427.79,7.56,5.03,0.98,0.5,1152,1,13.39,1,5.83,8.89,0.09,525.78,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383376,Ocean,Raw Materials,94,108.1,-5.5,19.19,55.83,-38.26,8584.99,245.29,4.95,1,0.51,1839,1,277.48,0,32.19,224.74,0.38,11333.79,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383377,Rail,Raw Materials,79,82.74,1.02,116.62,-32.17,-76.35,16294.02,203.68,5.01,1.01,0.5,1680,4,567.9,1,364.22,182.51,0.33,9206.62,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383378,Ocean,Raw Materials,145,100.37,28.54,77.55,28.54,77.55,0,0,5.03,1.03,0.51,2343,1,0,0,0,-0.05,0.08,144.83,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383379,Ocean,Energy & Power,3814,11.39,-40.45,-81.78,-4.86,77.46,14548.78,415.68,4.98,0.99,0.5,1979,4,1001.46,1,585.78,369.58,0.58,22293.07,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383380,Truck,Semiconductors,975,0.11,13.62,13.21,-17.98,-110.77,14021.99,155.8,5.04,1.01,0.49,3835,3,360.68,1,204.88,146.87,0.28,8318.34,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383381,Ocean,Raw Materials,94,75.53,30.67,10.33,6.45,-94.66,11055.12,315.86,4.98,0.97,0.5,2323,1,825.05,1,509.19,279.81,0.46,14086.58,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383382,Air,Semiconductors,975,0.11,-57.21,-109.6,-54.26,-118.14,626.35,0.74,5.06,1.01,0.5,843,1,1.74,1,1,-0.01,0.08,974.32,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383383,Ocean,Raw Materials,218,66.74,-36.87,22.47,1.02,116.62,10444.5,298.41,4.98,0.99,0.5,4665,2,521.59,1,223.18,262.38,0.43,13338.55,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383384,Truck,Raw Materials,248,109.36,31.06,28.86,12.46,-13.76,4823.18,53.59,4.94,1.01,0.5,1011,3,115.4,1,61.81,48.02,0.14,2651.66,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383385,Truck,Raw Materials,248,109.36,-46.17,-41.01,30.67,10.33,9981.65,110.91,4.97,1.03,0.5,1604,1,229.42,1,118.51,100.66,0.21,5283.9,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383386,Truck,Raw Materials,137,131.41,24.78,120.99,45.41,-113.72,10451.77,116.13,5.03,1.01,0.49,1244,3,124.18,0,8.05,102.22,0.22,5251.42,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383387,Ocean,Raw Materials,52,122.09,-46.17,-41.01,-22.09,102.78,11593.9,331.25,4.97,1.03,0.5,4589,1,571.54,1,240.29,304.44,0.49,15277.23,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383388,Ocean,Raw Materials,55,127.75,22.74,69.7,58.14,84.27,4105.59,117.3,5.04,0.98,0.49,3012,0,169.53,1,52.23,103.46,0.22,5231.25,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383389,Ocean,Semiconductors,1069,0.14,-57.21,-109.6,14.88,31.56,14297.16,408.49,5.06,1.01,0.5,2584,1,868.54,1,460.05,357.88,0.56,18963.04,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383390,Ocean,Raw Materials,248,109.36,-40.45,-81.78,28.54,77.55,17712.99,506.09,4.98,0.99,0.5,1650,4,871.09,1,365,445.58,0.68,22529.8,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383391,Truck,Semiconductors,1201,0.13,50.79,-95.24,-50.08,82.54,19839.3,220.44,5.11,1,0.5,3252,3,507.83,1,287.39,213.67,0.37,11884.69,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383392,Rail,Energy & Power,3978,21.88,6.45,-94.66,50.02,55.47,13107.38,163.84,5.03,0.98,0.49,4843,4,243.77,1,79.93,145.8,0.28,11268.53,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383393,Truck,Raw Materials,52,122.09,37.54,-102.52,-45.74,101.14,17858.62,198.43,5.02,0.99,0.49,3676,3,253.76,1,55.33,167.34,0.31,8422.06,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383394,Truck,Raw Materials,98,96.88,-38.1,15.53,30.67,10.33,7665.71,85.17,4.96,0.99,0.51,2532,3,123.46,1,38.29,78.22,0.18,4011.23,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383395,Ocean,Semiconductors,1780,0.13,12.92,49.22,-17.98,-110.77,17799.45,508.56,4.98,1.01,0.5,3478,4,847.98,1,339.42,443.27,0.68,23943.6,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383396,Rail,Semiconductors,1201,0.13,-50.08,82.54,-46.17,-41.01,8014.53,100.18,4.94,0.99,0.49,1215,1,104.49,0,4.31,87.14,0.2,5557.9,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383397,Ocean,Raw Materials,214,96.03,-22.09,102.78,30.67,10.33,11459.37,327.41,5.11,0.99,0.5,4739,4,542.32,1,214.91,286.46,0.47,14539.61,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383398,Ocean,Semiconductors,1069,0.14,-17.88,4.46,-22.54,-5.13,1126.4,32.18,5.02,0.98,0.5,2159,4,64.25,1,32.07,29.61,0.12,2549.73,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383399,Truck,Energy & Power,3814,11.39,12.53,-41.31,38.72,-79.45,4749.95,52.78,4.94,1.01,0.5,2263,3,114.89,1,62.11,46.67,0.14,6147.6,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383400,Truck,Raw Materials,55,127.75,-4.86,77.46,48.63,30.7,7472.65,83.03,4.91,0.97,0.51,3080,1,100.84,0,17.81,74.01,0.18,3758.67,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383401,Rail,Semiconductors,1201,0.13,-8.62,117.48,-47.84,-47.27,13559.96,169.5,5.02,1.01,0.5,4463,2,202.75,0,33.25,148.04,0.28,8602.96,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383402,Truck,Energy & Power,2037,14.68,4.32,-78.52,32.64,-76.95,3152.46,35.03,5.03,1.03,0.5,3887,2,67.52,1,32.49,32.55,0.12,3664.99,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383403,Truck,Raw Materials,79,82.74,-22.09,102.78,32.64,-76.95,18841.92,209.35,5.11,0.99,0.5,859,4,467.25,1,257.9,229.02,0.39,11532.2,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383404,Air,Semiconductors,592,0.09,22.74,69.7,-39.9,86.45,7178.59,8.45,5.04,0.98,0.49,3410,0,14.36,1,5.91,8.24,0.09,1003.97,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383405,Rail,Semiconductors,1780,0.13,40.45,-117.37,33.73,-118.26,751.23,9.39,5.02,1.01,0.5,178,2,22.36,1,12.97,6.98,0.09,2129.21,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383406,Truck,Raw Materials,55,127.75,-21.75,56.83,-10.72,25.47,3556.24,39.51,5.02,1,0.5,668,3,41.08,0,1.57,34.91,0.13,1803.79,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383407,Truck,Raw Materials,52,122.09,-22.54,-5.13,32.48,105.45,13194.71,146.61,5.1,0.98,0.49,2355,3,339.82,1,193.21,142.54,0.27,7181.95,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383408,Air,Semiconductors,1069,0.14,32.64,-76.95,36.43,-112.78,3290.58,3.87,5,1.02,0.5,1346,2,5.37,1,1.5,5.52,0.09,1345.12,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383409,Truck,Raw Materials,94,75.53,-22.09,102.78,51.92,4.47,12481.29,138.68,5.11,0.99,0.5,1777,4,296.13,1,157.45,122.63,0.24,6227.4,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383410,Truck,Semiconductors,1780,0.13,49.3,-88.45,32.64,-76.95,2083.93,23.15,4.85,0.97,0.49,520,2,58.78,1,35.63,22.4,0.11,2900.1,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383411,Ocean,Semiconductors,1780,0.13,48.63,30.7,49.3,-88.45,7667.66,219.08,4.96,1.01,0.5,3092,3,245.84,0,26.76,201.24,0.35,11841.8,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383412,Rail,Energy & Power,2037,14.68,-10.72,25.47,30.5,-95.77,13592.54,169.91,5.04,1,0.51,221,4,251.57,1,81.66,141.3,0.27,9102.36,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383413,Ocean,Semiconductors,592,0.09,31.06,28.86,-23.82,26.38,6108.26,174.52,4.94,1.01,0.5,297,3,207.67,0,33.15,144.32,0.27,7807.86,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383414,Truck,Raw Materials,145,100.37,-57.21,-109.6,-57.79,-41.44,3897.25,43.3,5.06,1.01,0.5,4763,1,117.55,1,74.25,40.45,0.13,2169.79,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383415,Rail,Energy & Power,3814,11.39,-43.85,66.17,-22.54,-5.13,6824.51,85.31,5.01,1.01,0.5,1802,1,222.24,1,136.93,78.39,0.18,7733.96,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383416,Ocean,Semiconductors,1201,0.13,28.54,77.55,-57.21,-109.6,16778.33,479.38,5.03,1.03,0.51,400,1,1124.97,1,645.59,456.97,0.7,24049.37,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383417,Truck,Raw Materials,248,109.36,50.79,-95.24,-40.45,-81.78,10229.58,113.66,5.11,1,0.5,3865,3,136.73,0,23.07,103.86,0.22,5443.63,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383418,Ocean,Energy & Power,2037,14.68,55.83,-38.26,-56.51,-56.95,12604.49,360.13,4.95,0.99,0.49,2683,2,631.36,1,271.23,321.72,0.51,18123.26,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383419,Truck,Raw Materials,52,122.09,-56.68,46.35,32.48,105.45,11359.64,126.22,5.08,1,0.5,1662,4,171.81,1,45.59,112.95,0.23,5702.5,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383420,Rail,Energy & Power,2037,14.68,-21.75,56.83,6.88,-90.65,16154.76,201.93,5.02,1,0.5,3108,3,209.63,0,7.7,185.78,0.33,11326.26,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383421,Ocean,Semiconductors,975,0.11,48.63,30.7,-1.82,46.19,5806.12,165.89,4.96,1.01,0.5,1504,3,266.97,1,101.08,149.37,0.28,8443.72,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383422,Truck,Raw Materials,145,100.37,-57.21,-109.6,30.67,10.33,14610.12,162.33,5.06,1.01,0.5,4763,1,231.57,1,69.24,142.44,0.27,7269.72,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383423,Ocean,Raw Materials,214,96.03,-10.72,25.47,4.32,-78.52,11622.89,332.08,5.04,1,0.51,567,4,369.78,0,37.7,301.61,0.49,15296.89,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383424,Air,Semiconductors,1201,0.13,-32.17,-76.35,40.45,-117.37,9108.99,10.72,5.06,1,0.5,3732,1,23.01,1,12.29,11.02,0.09,1752.15,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383425,Air,Raw Materials,145,100.37,-54.26,-118.14,-4.98,117.14,11689.66,13.75,5.04,1.01,0.51,4956,3,31.68,1,17.93,9,0.09,597.52,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383426,Ocean,Raw Materials,59,76.47,-21.75,56.83,-36.87,22.47,3704.18,105.83,5.02,1,0.5,22,3,207.39,1,101.56,93.86,0.21,4754.04,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383427,Air,Raw Materials,52,122.09,32.48,105.45,-22.09,102.78,6074.14,7.15,5.04,0.99,0.5,3819,2,7.48,0,0.33,8.43,0.09,476.51,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383428,Air,Semiconductors,1780,0.13,-4.98,117.14,-56.51,-56.95,13156.97,15.48,5.05,0.98,0.49,576,2,20,1,4.52,22.77,0.11,2918.46,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383429,Ocean,Raw Materials,94,75.53,-17.98,-110.77,-35.7,114.51,12377.77,353.65,4.96,1.02,0.51,2021,4,876.14,1,522.49,324.15,0.52,16303.49,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383430,Truck,Semiconductors,1069,0.14,-5.5,19.19,31.06,28.86,4193.16,46.59,4.95,1,0.51,3942,1,62.91,1,16.32,42.3,0.14,3183.83,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383431,Truck,Energy & Power,3978,21.88,33.73,-118.26,48.63,30.7,10352.86,115.03,5.08,0.98,0.49,343,0,201.68,1,86.65,101.16,0.22,9036.58,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383432,Ocean,Raw Materials,52,122.09,50.79,-95.24,33.26,53.07,10165.78,290.45,5.11,1,0.5,543,3,728.33,1,437.88,258.93,0.43,13001.49,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383433,Truck,Raw Materials,145,100.37,24.78,120.99,55.83,-38.26,10838.58,120.43,5.03,1.01,0.49,340,3,207.92,1,87.49,109.32,0.23,5613.36,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383434,Ocean,Raw Materials,55,127.75,22.74,69.7,30.67,10.33,5897.41,168.5,5.04,0.98,0.49,3012,0,175.9,0,7.4,150.09,0.28,7562.5,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383435,Ocean,Raw Materials,248,109.36,-47.84,-47.27,22.8,-63.2,8014.44,228.98,5.07,1,0.49,3719,3,496.37,1,267.39,207.76,0.36,10638.86,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383436,Truck,Semiconductors,592,0.09,-24.51,-71.02,-57.79,-41.44,4379.61,48.66,4.97,0.98,0.5,2111,3,49.1,0,0.44,43.33,0.14,2758.49,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383437,Ocean,Raw Materials,137,131.41,22.74,69.7,-36.87,22.47,8272.09,236.35,5.04,0.98,0.49,139,0,288.45,0,52.1,211.09,0.36,10694.68,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383438,Ocean,Energy & Power,2037,14.68,56.98,-91.44,-22.08,-68.86,9041.26,258.32,5,1.02,0.5,4298,2,623.68,1,365.36,229.25,0.39,13499.74,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383439,Truck,Raw Materials,79,82.74,-9.24,90.96,-4.86,77.46,1567.07,17.41,4.99,1.02,0.5,4763,4,34.37,1,16.96,16.49,0.1,905.79,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383440,Ocean,Semiconductors,1201,0.13,9.25,114.81,55.83,-38.26,12361.78,353.19,4.99,1.01,0.5,4521,4,604.04,1,250.85,323.4,0.52,17370.88,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383441,Truck,Semiconductors,592,0.09,-35.87,-99.2,47.84,29.98,15686.95,174.3,5.05,1,0.49,920,2,240.48,1,66.18,156.92,0.29,8437.86,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383442,Ocean,Semiconductors,1069,0.14,22.8,-63.2,22.74,69.7,12831.89,366.63,5.02,1,0.5,4107,1,744.81,1,378.18,333.13,0.53,17725.33,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383443,Ocean,Raw Materials,94,75.53,14.71,-54.94,-8.62,117.48,18947.18,541.35,5.03,0.98,0.5,1351,1,712.68,1,171.33,465.91,0.71,23391.58,1306.79,PIVOT,"Reroute 40% Volume to Port B; +12% Cost, but -5 Days Delay & -20% Scope 3 Emissions"
SHP-0383444,Rail,Raw Materials,137,131.41,-56.72,103.91,-40.24,33.45,5242.06,65.53,5.06,1.01,0.5,611,1,176.04,1,110.51,61.21,0.16,3200.74,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383445,Ocean,Energy & Power,3814,11.39,-45.74,101.14,-8.62,117.48,4413.22,126.09,5,0.97,0.5,4081,2,131.91,0,5.82,112.65,0.23,9446.89,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383446,Truck,Semiconductors,975,0.11,38.72,-79.45,47.84,29.98,8136.31,90.4,5.03,1.02,0.5,3978,4,95.83,0,5.43,79.79,0.19,4964.48,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383447,Ocean,Raw Materials,98,96.88,-36.87,22.47,-40.45,-81.78,8466.67,241.9,4.98,0.99,0.5,1331,2,672.99,1,431.09,217.85,0.37,10992.98,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383448,Ocean,Raw Materials,59,76.47,31.06,28.86,-17.88,4.46,6034.25,172.41,4.94,1.01,0.5,445,3,474.97,1,302.56,150.39,0.28,7580.6,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383449,Ocean,Semiconductors,1780,0.13,50.79,-95.24,34.71,-79.62,2185.97,62.46,5.11,1,0.5,3228,3,67.04,0,4.58,60.17,0.16,4788.62,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383450,Ocean,Raw Materials,248,109.36,-10.72,25.47,22.8,-63.2,10332.66,295.22,5.04,1,0.51,1426,4,712,1,416.78,264.2,0.44,13460.94,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383451,Air,Raw Materials,94,75.53,9.25,114.81,22.74,69.7,5026.33,5.91,4.99,1.01,0.5,111,4,15.29,1,9.38,2.87,0.08,239.62,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0383452,Ocean,Energy & Power,3978,21.88,51.92,4.47,-32.17,-76.35,12189.44,348.27,4.95,1.01,0.5,65,0,719.31,1,371.04,345.05,0.55,21231.26,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
